,ip.dst,ip.src,udp.srcport,udp.dstport,dns.time
29951,173.27.225.164,172.31.0.2,53,45006,0.001319
29953,173.27.225.164,172.31.0.2,53,22167,0.000881
29955,173.27.225.164,172.31.0.2,53,45781,0.019852
29957,173.27.225.164,172.31.0.2,53,58602,0.002241
29959,173.27.225.164,172.31.0.2,53,10911,0.019788
29961,173.27.225.164,172.31.0.2,53,33325,0.021297
29963,173.27.225.164,172.31.0.2,53,54254,0.01299
29965,173.27.225.164,172.31.0.2,53,3214,0.002513
29967,173.27.225.164,172.31.0.2,53,36409,0.007221
29969,173.27.225.164,172.31.0.2,53,39210,0.00298
29972,173.27.225.164,172.31.0.2,53,30008,0.000335
29973,173.27.225.164,172.31.0.2,53,10227,0.002233
29975,173.27.225.164,172.31.0.2,53,30193,0.00035
29978,173.27.225.164,172.31.0.2,53,30365,0.000372
29979,173.27.225.164,172.31.0.2,53,13047,0.000706
29981,173.27.225.164,172.31.0.2,53,58566,0.00226
29983,173.27.225.164,172.31.0.2,53,56127,0.002293
29985,173.27.225.164,172.31.0.2,53,33979,0.002072
29987,173.27.225.164,172.31.0.2,53,48390,0.002194
29989,173.27.225.164,172.31.0.2,53,34767,0.002389
29991,173.27.225.164,172.31.0.2,53,40377,0.019651
29993,173.27.225.164,172.31.0.2,53,65198,0.000354
29995,173.27.225.164,172.31.0.2,53,15792,0.000307
29997,173.27.225.164,172.31.0.2,53,2064,0.000285
29999,173.27.225.164,172.31.0.2,53,9531,0.002179
30001,173.27.225.164,172.31.0.2,53,50501,0.001233
30003,173.27.225.164,172.31.0.2,53,16591,0.021284
30005,173.27.225.164,172.31.0.2,53,53734,0.000283
30007,173.27.225.164,172.31.0.2,53,27779,0.000334
30009,173.27.225.164,172.31.0.2,53,28050,0.000278
30011,173.27.225.164,172.31.0.2,53,23499,0.00084
30014,173.27.225.164,172.31.0.2,53,9267,0.000359
30015,173.27.225.164,172.31.0.2,53,61329,0.028039
30017,173.27.225.164,172.31.0.2,53,34710,0.000383
30019,173.27.225.164,172.31.0.2,53,17955,0.000365
30021,173.27.225.164,172.31.0.2,53,57924,0.000308
30024,173.27.225.164,172.31.0.2,53,37420,0.000327
30025,173.27.225.164,172.31.0.2,53,59331,0.002319
30027,173.27.225.164,172.31.0.2,53,1089,0.001481
30029,173.27.225.164,172.31.0.2,53,59797,0.030114
30031,173.27.225.164,172.31.0.2,53,8449,0.012437
30033,173.27.225.164,172.31.0.2,53,25588,0.000283
30035,173.27.225.164,172.31.0.2,53,39386,0.000343
30037,173.27.225.164,172.31.0.2,53,65284,0.001146
30039,173.27.225.164,172.31.0.2,53,7178,0.012468
30041,173.27.225.164,172.31.0.2,53,50213,0.002154
30043,173.27.225.164,172.31.0.2,53,20933,0.001063
30045,173.27.225.164,172.31.0.2,53,34706,0.000308
30047,173.27.225.164,172.31.0.2,53,28150,0.000404
30049,173.27.225.164,172.31.0.2,53,2526,0.000933
30051,173.27.225.164,172.31.0.2,53,54861,0.002243
30053,173.27.225.164,172.31.0.2,53,42208,0.000824
30055,173.27.225.164,172.31.0.2,53,4993,0.000382
30057,173.27.225.164,172.31.0.2,53,46722,0.002145
30059,173.27.225.164,172.31.0.2,53,48716,0.00224
30061,173.27.225.164,172.31.0.2,53,51296,0.002171
30063,173.27.225.164,172.31.0.2,53,64434,0.015187
30065,173.27.225.164,172.31.0.2,53,51528,0.002289
30067,173.27.225.164,172.31.0.2,53,22416,0.011951
30069,173.27.225.164,172.31.0.2,53,7150,0.002206
30071,173.27.225.164,172.31.0.2,53,55202,0.00087
30073,173.27.225.164,172.31.0.2,53,15457,0.000314
30075,173.27.225.164,172.31.0.2,53,29516,0.0004
30077,173.27.225.164,172.31.0.2,53,48391,0.021557
30079,173.27.225.164,172.31.0.2,53,46143,0.041187
30082,173.27.225.164,172.31.0.2,53,32852,0.000206
30083,173.27.225.164,172.31.0.2,53,60189,0.000314
30085,173.27.225.164,172.31.0.2,53,55904,0.000845
30087,173.27.225.164,172.31.0.2,53,20104,0.000279
30089,173.27.225.164,172.31.0.2,53,13546,0.021911
30091,173.27.225.164,172.31.0.2,53,53938,0.00026
30094,173.27.225.164,172.31.0.2,53,19806,0.019873
30096,173.27.225.164,172.31.0.2,53,2049,0.133875
30097,173.27.225.164,172.31.0.2,53,51640,0.048997
30099,173.27.225.164,172.31.0.2,53,47466,0.000834
30101,173.27.225.164,172.31.0.2,53,14441,0.039643
30103,173.27.225.164,172.31.0.2,53,13650,0.002377
30105,173.27.225.164,172.31.0.2,53,47138,0.023412
30107,173.27.225.164,172.31.0.2,53,35134,0.035114
30109,173.27.225.164,172.31.0.2,53,24521,0.000336
30111,173.27.225.164,172.31.0.2,53,34550,0.012865
30113,173.27.225.164,172.31.0.2,53,11765,0.046561
30115,173.27.225.164,172.31.0.2,53,30733,0.046805
30117,173.27.225.164,172.31.0.2,53,43012,0.00224
30119,173.27.225.164,172.31.0.2,53,9915,0.002474
30121,173.27.225.164,172.31.0.2,53,21030,0.037663
30123,173.27.225.164,172.31.0.2,53,21980,0.012252
30125,173.27.225.164,172.31.0.2,53,38129,0.036815
30127,173.27.225.164,172.31.0.2,53,51142,0.012855
30129,173.27.225.164,172.31.0.2,53,58157,0.045713
30131,173.27.225.164,172.31.0.2,53,49179,0.002452
30133,173.27.225.164,172.31.0.2,53,47489,0.001872
30135,173.27.225.164,172.31.0.2,53,48841,0.000338
30137,173.27.225.164,172.31.0.2,53,64482,0.000375
30139,173.27.225.164,172.31.0.2,53,43693,0.000348
30141,173.27.225.164,172.31.0.2,53,16131,0.000839
30143,173.27.225.164,172.31.0.2,53,41448,0.000335
30145,173.27.225.164,172.31.0.2,53,51606,0.000981
30147,173.27.225.164,172.31.0.2,53,22517,0.000847
30149,173.27.225.164,172.31.0.2,53,32352,0.000334
30151,173.27.225.164,172.31.0.2,53,18778,0.00036
30153,173.27.225.164,172.31.0.2,53,20397,0.000259
30155,173.27.225.164,172.31.0.2,53,62016,0.000304
30157,173.27.225.164,172.31.0.2,53,58196,0.148648
30159,173.27.225.164,172.31.0.2,53,4298,0.082833
30161,173.27.225.164,172.31.0.2,53,57074,0.022062
30163,173.27.225.164,172.31.0.2,53,13480,0.00043
30165,173.27.225.164,172.31.0.2,53,44197,0.013197
30167,173.27.225.164,172.31.0.2,53,53878,0.012663
30169,173.27.225.164,172.31.0.2,53,63964,0.076884
30171,173.27.225.164,172.31.0.2,53,60583,0.0221
30173,173.27.225.164,172.31.0.2,53,49504,0.015893
30175,173.27.225.164,172.31.0.2,53,11841,0.000825
30177,173.27.225.164,172.31.0.2,53,8393,0.017618
30179,173.27.225.164,172.31.0.2,53,42700,0.013627
30181,173.27.225.164,172.31.0.2,53,26260,0.000302
30183,173.27.225.164,172.31.0.2,53,35744,0.000407
30185,173.27.225.164,172.31.0.2,53,18506,0.067905
30187,173.27.225.164,172.31.0.2,53,12510,0.022029
30189,173.27.225.164,172.31.0.2,53,43734,0.076739
30191,173.27.225.164,172.31.0.2,53,9378,0.022129
30193,173.27.225.164,172.31.0.2,53,20820,0.000703
30195,173.27.225.164,172.31.0.2,53,63682,0.000394
30197,173.27.225.164,172.31.0.2,53,60052,0.000345
30199,173.27.225.164,172.31.0.2,53,3430,0.000296
30201,173.27.225.164,172.31.0.2,53,39684,0.000303
30203,173.27.225.164,172.31.0.2,53,10979,0.000834
30205,173.27.225.164,172.31.0.2,53,43573,0.000311
30207,173.27.225.164,172.31.0.2,53,49606,0.000953
30211,173.27.225.164,172.31.0.2,53,64423,0.000262
30212,173.27.225.164,172.31.0.2,53,32813,0.000545
30213,173.27.225.164,172.31.0.2,53,13055,0.000965
30215,173.27.225.164,172.31.0.2,53,10792,0.000926
30219,173.27.225.164,172.31.0.2,53,7290,0.003254
30220,173.27.225.164,172.31.0.2,53,43113,0.003182
30221,173.27.225.164,172.31.0.2,53,6617,0.003781
30223,173.27.225.164,172.31.0.2,53,43924,0.000352
30225,173.27.225.164,172.31.0.2,53,56600,0.00041
30227,173.27.225.164,172.31.0.2,53,7968,0.001194
30229,173.27.225.164,172.31.0.2,53,40732,0.000328
30231,173.27.225.164,172.31.0.2,53,2556,0.07558
30233,173.27.225.164,172.31.0.2,53,6370,0.022011
30235,173.27.225.164,172.31.0.2,53,60389,0.000319
30237,173.27.225.164,172.31.0.2,53,52990,0.000836
30239,173.27.225.164,172.31.0.2,53,25165,0.000334
30241,173.27.225.164,172.31.0.2,53,50542,0.063782
30243,173.27.225.164,172.31.0.2,53,62543,0.022058
30245,173.27.225.164,172.31.0.2,53,15972,0.000338
30247,173.27.225.164,172.31.0.2,53,12380,0.000302
30249,173.27.225.164,172.31.0.2,53,1135,0.000394
30251,173.27.225.164,172.31.0.2,53,54210,0.012393
30253,173.27.225.164,172.31.0.2,53,55752,0.012767
30255,173.27.225.164,172.31.0.2,53,27522,0.019292
30257,173.27.225.164,172.31.0.2,53,55535,0.000337
30259,173.27.225.164,172.31.0.2,53,21710,0.022204
30261,173.27.225.164,172.31.0.2,53,50792,0.000925
30263,173.27.225.164,172.31.0.2,53,20249,0.014513
30265,173.27.225.164,172.31.0.2,53,55037,0.001463
30267,173.27.225.164,172.31.0.2,53,46958,0.000878
30269,173.27.225.164,172.31.0.2,53,23798,0.000278
30271,173.27.225.164,172.31.0.2,53,57717,0.00042
30273,173.27.225.164,172.31.0.2,53,58924,0.00033
30275,173.27.225.164,172.31.0.2,53,28691,0.021673
30277,173.27.225.164,172.31.0.2,53,44028,0.000258
30279,173.27.225.164,172.31.0.2,53,50587,0.002351
30284,173.27.225.164,172.31.0.2,53,36249,6.7e-05
30285,173.27.225.164,172.31.0.2,53,50587,0.000282
30286,173.27.225.164,172.31.0.2,53,36249,0.000242
30288,173.27.225.164,172.31.0.2,53,39119,0.000414
30289,173.27.225.164,172.31.0.2,53,14862,0.185079
30290,172.31.0.2~173.27.225.164,173.27.225.164~172.31.0.2,53,50587,0.259698
30291,172.31.0.2~173.27.225.164,173.27.225.164~172.31.0.2,53,36249,0.259632
30293,173.27.225.164,172.31.0.2,53,57370,0.000325
30295,173.27.225.164,172.31.0.2,53,6304,0.014847
30297,173.27.225.164,172.31.0.2,53,31656,0.000425
30299,173.27.225.164,172.31.0.2,53,24640,0.000404
30301,173.27.225.164,172.31.0.2,53,27027,0.000337
30303,173.27.225.164,172.31.0.2,53,53388,0.000281
30305,173.27.225.164,172.31.0.2,53,21304,0.000348
30307,173.27.225.164,172.31.0.2,53,59713,0.000377
30309,173.27.225.164,172.31.0.2,53,28330,0.00077
30312,173.27.225.164,172.31.0.2,53,21674,0.00023
30313,173.27.225.164,172.31.0.2,53,24748,0.000398
30315,173.27.225.164,172.31.0.2,53,2600,0.000307
30318,173.27.225.164,172.31.0.2,53,20791,0.00027
30319,173.27.225.164,172.31.0.2,53,25140,0.000175
30321,173.27.225.164,172.31.0.2,53,1525,0.149081
30323,173.27.225.164,172.31.0.2,53,11786,0.000335
30325,173.27.225.164,172.31.0.2,53,50678,0.091261
30327,173.27.225.164,172.31.0.2,53,10829,0.000408
30329,173.27.225.164,172.31.0.2,53,30465,0.077033
30331,173.27.225.164,172.31.0.2,53,61686,0.000426
30333,173.27.225.164,172.31.0.2,53,3902,0.021908
30335,173.27.225.164,172.31.0.2,53,56218,0.00038
30337,173.27.225.164,172.31.0.2,53,36150,0.113227
30339,173.27.225.164,172.31.0.2,53,54648,0.022201
30341,173.27.225.164,172.31.0.2,53,16572,0.011928
30343,173.27.225.164,172.31.0.2,53,4818,0.012806
30345,173.27.225.164,172.31.0.2,53,52532,0.000377
30347,173.27.225.164,172.31.0.2,53,20713,0.000373
30349,173.27.225.164,172.31.0.2,53,28337,0.000472
30351,173.27.225.164,172.31.0.2,53,24058,0.00043
30353,173.27.225.164,172.31.0.2,53,52605,0.022025
30355,173.27.225.164,172.31.0.2,53,50404,0.000337
30357,173.27.225.164,172.31.0.2,53,37124,0.021304
30359,173.27.225.164,172.31.0.2,53,43730,0.000308
30361,173.27.225.164,172.31.0.2,53,55484,0.000289
30363,173.27.225.164,172.31.0.2,53,4715,0.000306
30365,173.27.225.164,172.31.0.2,53,29574,0.000298
30367,173.27.225.164,172.31.0.2,53,36816,0.000293
30369,173.27.225.164,172.31.0.2,53,4734,0.000353
30371,173.27.225.164,172.31.0.2,53,56526,0.000981
30373,173.27.225.164,172.31.0.2,53,30498,0.022686
30375,173.27.225.164,172.31.0.2,53,6567,0.012396
30377,173.27.225.164,172.31.0.2,53,62066,0.000334
30379,173.27.225.164,172.31.0.2,53,53067,0.000387
30383,173.27.225.164,172.31.0.2,53,27034,0.000373
30384,173.27.225.164,172.31.0.2,53,62063,0.000298
30385,173.27.225.164,172.31.0.2,53,65466,0.000237
30387,173.27.225.164,172.31.0.2,53,24143,0.000396
30389,173.27.225.164,172.31.0.2,53,31765,0.000294
30391,173.27.225.164,172.31.0.2,53,46843,0.000259
30393,173.27.225.164,172.31.0.2,53,23440,0.002746
30396,173.27.225.164,172.31.0.2,53,17822,0.002833
30397,173.27.225.164,172.31.0.2,53,33805,0.003056
30399,173.27.225.164,172.31.0.2,53,43211,0.084818
30401,173.27.225.164,172.31.0.2,53,57179,0.463551
30403,173.27.225.164,172.31.0.2,53,55345,0.02211
30405,173.27.225.164,172.31.0.2,53,50842,0.021512
30407,173.27.225.164,172.31.0.2,53,62411,0.018535
30409,173.27.225.164,172.31.0.2,53,11278,0.012489
30411,173.27.225.164,172.31.0.2,53,17518,0.146141
30413,173.27.225.164,172.31.0.2,53,30808,0.021716
30415,173.27.225.164,172.31.0.2,53,23975,0.01938
30417,173.27.225.164,172.31.0.2,53,47202,0.000386
30419,173.27.225.164,172.31.0.2,53,45153,0.012296
30421,173.27.225.164,172.31.0.2,53,53134,0.023058
30423,173.27.225.164,172.31.0.2,53,49386,0.000294
30425,173.27.225.164,172.31.0.2,53,63508,0.022042
30427,173.27.225.164,172.31.0.2,53,2037,0.000414
30429,173.27.225.164,172.31.0.2,53,31397,0.193751
30431,173.27.225.164,172.31.0.2,53,51368,0.043027
30433,173.27.225.164,172.31.0.2,53,1597,0.000332
30435,173.27.225.164,172.31.0.2,53,30915,0.000321
30437,173.27.225.164,172.31.0.2,53,63390,0.000901
30439,173.27.225.164,172.31.0.2,53,50700,0.001038
30441,173.27.225.164,172.31.0.2,53,29048,0.021789
30443,173.27.225.164,172.31.0.2,53,32853,0.021795
30445,173.27.225.164,172.31.0.2,53,16805,0.000388
30447,173.27.225.164,172.31.0.2,53,23242,0.000417
30449,173.27.225.164,172.31.0.2,53,16628,0.021727
30451,173.27.225.164,172.31.0.2,53,50114,0.000304
30453,173.27.225.164,172.31.0.2,53,4920,0.000375
30455,173.27.225.164,172.31.0.2,53,36724,0.000404
30457,173.27.225.164,172.31.0.2,53,56975,0.01261
30459,173.27.225.164,172.31.0.2,53,18066,0.000368
30461,173.27.225.164,172.31.0.2,53,22883,0.000369
30463,173.27.225.164,172.31.0.2,53,45108,0.000937
30465,173.27.225.164,172.31.0.2,53,38507,0.00033
30467,173.27.225.164,172.31.0.2,53,2119,0.051883
30469,173.27.225.164,172.31.0.2,53,21108,0.033635
30472,173.27.225.164,172.31.0.2,53,51362,0.021417
30473,173.27.225.164,172.31.0.2,53,35166,0.13154
30475,173.27.225.164,172.31.0.2,53,63651,0.00043
30477,173.27.225.164,172.31.0.2,53,29220,0.021795
30479,173.27.225.164,172.31.0.2,53,56131,0.000372
30481,173.27.225.164,172.31.0.2,53,48140,0.00044
30483,173.27.225.164,172.31.0.2,53,18719,0.001002
30485,173.27.225.164,172.31.0.2,53,45735,0.000331
30487,173.27.225.164,172.31.0.2,53,62294,0.000351
30489,173.27.225.164,172.31.0.2,53,52014,0.015944
30491,173.27.225.164,172.31.0.2,53,34078,0.00264
30493,173.27.225.164,172.31.0.2,53,39871,0.001082
30495,173.27.225.164,172.31.0.2,53,19713,0.000417
30497,173.27.225.164,172.31.0.2,53,65099,0.000391
30499,173.27.225.164,172.31.0.2,53,5216,0.000388
30501,173.27.225.164,172.31.0.2,53,14682,0.076375
30503,173.27.225.164,172.31.0.2,53,63530,0.021925
30505,173.27.225.164,172.31.0.2,53,47560,0.012484
30507,173.27.225.164,172.31.0.2,53,20229,0.000384
30509,173.27.225.164,172.31.0.2,53,63786,0.019947
30511,173.27.225.164,172.31.0.2,53,25104,0.000286
30513,173.27.225.164,172.31.0.2,53,15594,0.000312
30515,173.27.225.164,172.31.0.2,53,42486,0.00039
30517,173.27.225.164,172.31.0.2,53,43248,0.000363
30520,173.27.225.164,172.31.0.2,53,4830,0.000914
30521,173.27.225.164,172.31.0.2,53,26004,0.000876
30523,173.27.225.164,172.31.0.2,53,12860,0.000365
30525,173.27.225.164,172.31.0.2,53,15981,0.000355
30527,173.27.225.164,172.31.0.2,53,36283,0.025341
30529,173.27.225.164,172.31.0.2,53,15822,0.129142
30531,173.27.225.164,172.31.0.2,53,16503,0.013356
30533,173.27.225.164,172.31.0.2,53,1828,0.002258
30536,173.27.225.164,172.31.0.2,53,63210,0.022775
30537,173.27.225.164,172.31.0.2,53,13816,0.022787
30539,173.27.225.164,172.31.0.2,53,58715,0.022963
30541,173.27.225.164,172.31.0.2,53,37238,0.000472
30543,173.27.225.164,172.31.0.2,53,19442,0.000275
30546,173.27.225.164,172.31.0.2,53,43990,0.000274
30547,173.27.225.164,172.31.0.2,53,1691,0.000444
30549,173.27.225.164,172.31.0.2,53,5363,0.0003
30551,173.27.225.164,172.31.0.2,53,52227,0.000338
30553,173.27.225.164,172.31.0.2,53,29962,0.000404
30557,173.27.225.164,172.31.0.2,53,11171,0.000375
30558,173.27.225.164,172.31.0.2,53,9922,0.000272
30559,173.27.225.164,172.31.0.2,53,52802,0.000978
30561,173.27.225.164,172.31.0.2,53,53089,0.000322
30563,173.27.225.164,172.31.0.2,53,45448,0.000321
30565,173.27.225.164,172.31.0.2,53,51074,0.000313
30568,173.27.225.164,172.31.0.2,53,31078,0.002853
30569,173.27.225.164,172.31.0.2,53,52154,0.002921
30571,173.27.225.164,172.31.0.2,53,6384,0.004763
30573,173.27.225.164,172.31.0.2,53,1936,0.000279
30576,173.27.225.164,172.31.0.2,53,31078,0.000301
30577,173.27.225.164,172.31.0.2,53,52154,0.000227
30579,173.27.225.164,172.31.0.2,53,6384,0.000417
30581,173.27.225.164,172.31.0.2,53,1936,0.000385
30582,172.31.0.2~173.27.225.164,173.27.225.164~172.31.0.2,53,31078,1.66806
30583,172.31.0.2~173.27.225.164,173.27.225.164~172.31.0.2,53,52154,1.668068
30584,172.31.0.2~173.27.225.164,173.27.225.164~172.31.0.2,53,6384,1.704828
30585,172.31.0.2~173.27.225.164,173.27.225.164~172.31.0.2,53,1936,0.956388
30587,173.27.225.164,172.31.0.2,53,46009,0.019528
30589,173.27.225.164,172.31.0.2,53,64445,0.00039
30591,173.27.225.164,172.31.0.2,53,51673,0.000291
30593,173.27.225.164,172.31.0.2,53,43166,0.000955
30595,173.27.225.164,172.31.0.2,53,8173,0.000901
30597,173.27.225.164,172.31.0.2,53,1493,0.000381
30599,173.27.225.164,172.31.0.2,53,50720,0.000402
30601,173.27.225.164,172.31.0.2,53,26000,0.076716
30603,173.27.225.164,172.31.0.2,53,49361,0.022131
30605,173.27.225.164,172.31.0.2,53,10278,0.012751
30607,173.27.225.164,172.31.0.2,53,38017,0.000331
30609,173.27.225.164,172.31.0.2,53,1060,0.000374
30611,173.27.225.164,172.31.0.2,53,32162,0.000352
30613,173.27.225.164,172.31.0.2,53,46911,0.000374
30615,173.27.225.164,172.31.0.2,53,1824,0.000355
30617,173.27.225.164,172.31.0.2,53,58675,0.000333
30619,173.27.225.164,172.31.0.2,53,3473,0.00039
30622,173.27.225.164,172.31.0.2,53,24893,0.012037
30623,173.27.225.164,172.31.0.2,53,20297,0.01223
30625,173.27.225.164,172.31.0.2,53,56285,0.013447
30627,173.27.225.164,172.31.0.2,53,28475,0.000255
30629,173.27.225.164,172.31.0.2,53,48814,0.023465
30631,173.27.225.164,172.31.0.2,53,48387,0.012203
30634,173.27.225.164,172.31.0.2,53,50885,0.000296
30635,173.27.225.164,172.31.0.2,53,31579,0.00258
30637,173.27.225.164,172.31.0.2,53,40039,0.000278
30640,173.27.225.164,172.31.0.2,53,56991,0.000315
30642,173.27.225.164,172.31.0.2,53,50750,0.000417
30643,173.27.225.164,172.31.0.2,53,43745,3.159159
30646,173.27.225.164,172.31.0.2,53,52318,0.127441
30648,173.27.225.164,172.31.0.2,53,21441,0.023711
30649,173.27.225.164,172.31.0.2,53,57579,2.851625
30651,173.27.225.164,172.31.0.2,53,54025,0.015664
30653,173.27.225.164,172.31.0.2,53,55695,2.935516
30656,173.27.225.164,172.31.0.2,53,65215,4.112727
30657,173.27.225.164,172.31.0.2,53,54884,0.449523
30660,173.27.225.164,172.31.0.2,53,24449,0.012277
30661,173.27.225.164,172.31.0.2,53,20708,0.019532
30663,173.27.225.164,172.31.0.2,53,32085,0.000364
30665,173.27.225.164,172.31.0.2,53,48643,0.000951
30667,173.27.225.164,172.31.0.2,53,14208,0.000431
30669,173.27.225.164,172.31.0.2,53,41858,0.021156
30671,173.27.225.164,172.31.0.2,53,65058,0.000426
30673,173.27.225.164,172.31.0.2,53,41970,0.000411
30675,173.27.225.164,172.31.0.2,53,36169,0.000395
30677,173.27.225.164,172.31.0.2,53,15975,0.02165
30679,173.27.225.164,172.31.0.2,53,13399,0.043113
30681,173.27.225.164,172.31.0.2,53,27767,0.000264
30683,173.27.225.164,172.31.0.2,53,56335,0.00034
30685,173.27.225.164,172.31.0.2,53,25905,0.00033
30687,173.27.225.164,172.31.0.2,53,20679,0.002713
30689,173.27.225.164,172.31.0.2,53,4507,0.00034
30691,173.27.225.164,172.31.0.2,53,11219,0.000325
30693,173.27.225.164,172.31.0.2,53,54307,0.00037
30695,173.27.225.164,172.31.0.2,53,53829,0.096126
30697,173.27.225.164,172.31.0.2,53,5437,0.022266
30699,173.27.225.164,172.31.0.2,53,22954,0.046173
30701,173.27.225.164,172.31.0.2,53,6321,0.077854
30703,173.27.225.164,172.31.0.2,53,47818,0.000282
30705,173.27.225.164,172.31.0.2,53,43169,0.000327
30707,173.27.225.164,172.31.0.2,53,61053,0.000383
30709,173.27.225.164,172.31.0.2,53,59753,0.000423
30711,173.27.225.164,172.31.0.2,53,51968,0.000268
30713,173.27.225.164,172.31.0.2,53,34825,0.00242
30715,173.27.225.164,172.31.0.2,53,43469,0.000411
30717,173.27.225.164,172.31.0.2,53,23801,0.000976
30719,173.27.225.164,172.31.0.2,53,39186,0.000321
30721,173.27.225.164,172.31.0.2,53,53654,0.00035
30723,173.27.225.164,172.31.0.2,53,4155,0.000885
30725,173.27.225.164,172.31.0.2,53,41686,0.000426
30727,173.27.225.164,172.31.0.2,53,5669,0.000446
30729,173.27.225.164,172.31.0.2,53,62266,0.002338
30731,173.27.225.164,172.31.0.2,53,46444,0.001034
30733,173.27.225.164,172.31.0.2,53,38904,0.001249
30735,173.27.225.164,172.31.0.2,53,2951,0.020089
30737,173.27.225.164,172.31.0.2,53,4047,0.00054
30739,173.27.225.164,172.31.0.2,53,39285,0.021524
30741,173.27.225.164,172.31.0.2,53,49569,0.00044
30743,173.27.225.164,172.31.0.2,53,41532,0.000876
30745,173.27.225.164,172.31.0.2,53,26794,0.000464
30747,173.27.225.164,172.31.0.2,53,30334,0.000288
30749,173.27.225.164,172.31.0.2,53,7152,0.021498
30751,173.27.225.164,172.31.0.2,53,40926,0.00042
30753,173.27.225.164,172.31.0.2,53,46154,0.000282
30755,173.27.225.164,172.31.0.2,53,30234,0.00026
30757,173.27.225.164,172.31.0.2,53,45876,0.16756
30759,173.27.225.164,172.31.0.2,53,62461,0.021708
30761,173.27.225.164,172.31.0.2,53,50851,0.000342
30764,173.27.225.164,172.31.0.2,53,64814,0.00033
30765,173.27.225.164,172.31.0.2,53,23975,0.000168
30767,173.27.225.164,172.31.0.2,53,32863,0.00033
30769,173.27.225.164,172.31.0.2,53,40177,0.000425
30771,173.27.225.164,172.31.0.2,53,50091,0.021829
30773,173.27.225.164,172.31.0.2,53,6495,0.012362
30775,173.27.225.164,172.31.0.2,53,63795,0.000314
30777,173.27.225.164,172.31.0.2,53,27424,0.000777
30779,173.27.225.164,172.31.0.2,53,51407,0.000369
30781,173.27.225.164,172.31.0.2,53,6862,0.000286
30783,173.27.225.164,172.31.0.2,53,57127,0.000298
30785,173.27.225.164,172.31.0.2,53,16947,0.06997
30787,173.27.225.164,172.31.0.2,53,15955,0.03131
30792,173.27.225.164,172.31.0.2,53,10623,0.000268
30793,173.27.225.164,172.31.0.2,53,53562,0.000747
30794,173.27.225.164,172.31.0.2,53,14305,0.000719
30795,173.27.225.164,172.31.0.2,53,57576,0.049465
30797,173.27.225.164,172.31.0.2,53,29389,0.000452
30799,173.27.225.164,172.31.0.2,53,28835,0.000351
30801,173.27.225.164,172.31.0.2,53,42030,0.016982
30805,173.27.225.164,172.31.0.2,53,55163,0.007428
30806,173.27.225.164,172.31.0.2,53,60019,0.012659
30807,173.27.225.164,172.31.0.2,53,53937,0.012775
30809,173.27.225.164,172.31.0.2,53,26868,0.025163
30813,173.27.225.164,172.31.0.2,53,50158,0.000774
30814,173.27.225.164,172.31.0.2,53,6464,0.002185
30815,173.27.225.164,172.31.0.2,53,27681,0.0023
30817,173.27.225.164,172.31.0.2,53,52745,0.00039
30819,173.27.225.164,172.31.0.2,53,3638,0.012823
30821,173.27.225.164,172.31.0.2,53,5378,0.012365
30824,173.27.225.164,172.31.0.2,53,44578,0.017912
30825,173.27.225.164,172.31.0.2,53,43227,0.037172
30827,173.27.225.164,172.31.0.2,53,35286,0.014543
30829,173.27.225.164,172.31.0.2,53,1631,0.012446
30832,173.27.225.164,172.31.0.2,53,25216,0.002123
30833,173.27.225.164,172.31.0.2,53,64131,0.012259
30836,173.27.225.164,172.31.0.2,53,24664,0.004175
30837,173.27.225.164,172.31.0.2,53,12147,0.025327
30840,173.27.225.164,172.31.0.2,53,46439,0.000303
30841,173.27.225.164,172.31.0.2,53,12207,0.01253
30843,173.27.225.164,172.31.0.2,53,35459,0.01993
30845,173.27.225.164,172.31.0.2,53,17181,0.021227
30851,173.27.225.164,172.31.0.2,53,6888,0.000572
30852,173.27.225.164,172.31.0.2,53,45879,0.023585
30853,173.27.225.164,172.31.0.2,53,63700,0.005007
30854,173.27.225.164,172.31.0.2,53,20539,0.028475
30855,173.27.225.164,172.31.0.2,53,32696,0.03817
30860,173.27.225.164,172.31.0.2,53,63906,0.00033
30861,173.27.225.164,172.31.0.2,53,32489,0.000311
30863,173.27.225.164,172.31.0.2,53,63458,0.002249
30864,173.27.225.164,172.31.0.2,53,12009,0.002159
30865,173.27.225.164,172.31.0.2,53,11607,0.003189
30867,173.27.225.164,172.31.0.2,53,42004,0.023807
30869,173.27.225.164,172.31.0.2,53,62495,0.00037
30871,173.27.225.164,172.31.0.2,53,17903,0.026779
30873,173.27.225.164,172.31.0.2,53,30631,0.000279
30875,173.27.225.164,172.31.0.2,53,26688,0.019548
30877,173.27.225.164,172.31.0.2,53,56358,0.000299
30879,173.27.225.164,172.31.0.2,53,60010,0.000452
30881,173.27.225.164,172.31.0.2,53,55610,0.000426
30883,173.27.225.164,172.31.0.2,53,45396,0.027206
30885,173.27.225.164,172.31.0.2,53,25767,0.000319
30887,173.27.225.164,172.31.0.2,53,32772,0.013861
30890,173.27.225.164,172.31.0.2,53,3635,0.000302
30891,173.27.225.164,172.31.0.2,53,56638,0.000266
30893,173.27.225.164,172.31.0.2,53,22192,0.0003
30895,173.27.225.164,172.31.0.2,53,20282,0.021674
30897,173.27.225.164,172.31.0.2,53,3419,0.021907
30899,173.27.225.164,172.31.0.2,53,35644,0.092269
